age,path,type
2,utkface/aligned_images/train/2_1_4_20161221202425393_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219195732971_aligned.jpg,training
85,utkface/aligned_images/train/85_1_0_20170110182337771_aligned.jpg,training
52,utkface/aligned_images/train/52_0_0_20170111200615194_aligned.jpg,training
46,utkface/aligned_images/train/46_0_0_20170104184807318_aligned.jpg,training
46,utkface/aligned_images/train/46_0_0_20170104205743292_aligned.jpg,training
37,utkface/aligned_images/train/37_0_0_20170109015606661_aligned.jpg,training
26,utkface/aligned_images/train/26_0_3_20170104230356601_aligned.jpg,training
26,utkface/aligned_images/train/26_0_0_20170104172735675_aligned.jpg,training
4,utkface/aligned_images/train/4_1_2_20161219160926294_aligned.jpg,training
1,utkface/aligned_images/train/1_1_0_20161219154510229_aligned.jpg,training
17,utkface/aligned_images/train/17_1_0_20170109214048004_aligned.jpg,training
78,utkface/aligned_images/train/78_0_0_20170111223832508_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219161822166_aligned.jpg,training
26,utkface/aligned_images/train/26_1_3_20170104223100991_aligned.jpg,training
6,utkface/aligned_images/train/6_1_3_20170104221718143_aligned.jpg,training
47,utkface/aligned_images/train/47_0_0_20170109013222454_aligned.jpg,training
1,utkface/aligned_images/train/1_0_0_20170103210032258_aligned.jpg,training
10,utkface/aligned_images/train/10_1_0_20170109205208368_aligned.jpg,training
18,utkface/aligned_images/train/18_1_0_20170109214813691_aligned.jpg,training
1,utkface/aligned_images/train/1_0_4_20161221192555965_aligned.jpg,training
43,utkface/aligned_images/train/43_0_0_20170104204616830_aligned.jpg,training
3,utkface/aligned_images/train/3_1_0_20170109193421750_aligned.jpg,training
17,utkface/aligned_images/train/17_0_3_20170104225736449_aligned.jpg,training
1,utkface/aligned_images/train/1_1_0_20161219205428229_aligned.jpg,training
41,utkface/aligned_images/train/41_0_0_20170104202153954_aligned.jpg,training
28,utkface/aligned_images/train/28_1_3_20170104222837663_aligned.jpg,training
39,utkface/aligned_images/train/39_1_2_20170103183338179_aligned.jpg,training
60,utkface/aligned_images/train/60_1_1_20170110122351600_aligned.jpg,training
18,utkface/aligned_images/train/18_1_2_20170102234919571_aligned.jpg,training
6,utkface/aligned_images/train/6_1_3_20161220220748274_aligned.jpg,training
16,utkface/aligned_images/train/16_0_0_20170110232724382_aligned.jpg,training
6,utkface/aligned_images/train/6_1_0_20170109203213701_aligned.jpg,training
56,utkface/aligned_images/train/56_1_0_20170109221138733_aligned.jpg,training
3,utkface/aligned_images/train/3_1_2_20161220220305826_aligned.jpg,training
1,utkface/aligned_images/train/1_0_3_20161219224956400_aligned.jpg,training
16,utkface/aligned_images/train/16_0_0_20170104012330536_aligned.jpg,training
85,utkface/aligned_images/train/85_1_0_20170110141034090_aligned.jpg,training
14,utkface/aligned_images/train/14_0_0_20170110224519294_aligned.jpg,training
20,utkface/aligned_images/train/20_1_4_20170104005353062_aligned.jpg,training
4,utkface/aligned_images/train/4_1_3_20161219224906705_aligned.jpg,training
75,utkface/aligned_images/train/75_0_0_20170111204808623_aligned.jpg,training
5,utkface/aligned_images/train/5_0_2_20161219222440743_aligned.jpg,training
5,utkface/aligned_images/train/5_1_0_20161220220850074_aligned.jpg,training
66,utkface/aligned_images/train/66_1_0_20170110141312880_aligned.jpg,training
48,utkface/aligned_images/train/48_0_0_20170104211541076_aligned.jpg,training
21,utkface/aligned_images/train/21_1_4_20170103180619480_aligned.jpg,training
25,utkface/aligned_images/train/25_1_3_20170104232710103_aligned.jpg,training
63,utkface/aligned_images/train/63_0_0_20170104171431363_aligned.jpg,training
67,utkface/aligned_images/train/67_1_3_20170109132529672_aligned.jpg,training
80,utkface/aligned_images/train/80_0_0_20170111202811684_aligned.jpg,training
7,utkface/aligned_images/train/7_1_0_20170109192035908_aligned.jpg,training
62,utkface/aligned_images/train/62_0_0_20170111171747588_aligned.jpg,training
42,utkface/aligned_images/train/42_1_2_20170107213350336_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219162427318_aligned.jpg,training
26,utkface/aligned_images/train/26_1_3_20170104222955855_aligned.jpg,training
38,utkface/aligned_images/train/38_1_2_20170109140654630_aligned.jpg,training
85,utkface/aligned_images/train/85_1_0_20170110180123239_aligned.jpg,training
27,utkface/aligned_images/train/27_1_0_20170103180510792_aligned.jpg,training
18,utkface/aligned_images/train/18_1_0_20170103175516495_aligned.jpg,training
60,utkface/aligned_images/train/60_0_0_20170111171747538_aligned.jpg,training
24,utkface/aligned_images/train/24_1_4_20170103223710519_aligned.jpg,training
1,utkface/aligned_images/train/1_0_3_20161220145416255_aligned.jpg,training
3,utkface/aligned_images/train/3_1_2_20161219152946212_aligned.jpg,training
42,utkface/aligned_images/train/42_0_0_20170104210426844_aligned.jpg,training
9,utkface/aligned_images/train/9_0_4_20170110225238472_aligned.jpg,training
22,utkface/aligned_images/train/22_1_3_20170104222857952_aligned.jpg,training
37,utkface/aligned_images/train/37_0_2_20170109013510428_aligned.jpg,training
3,utkface/aligned_images/train/3_0_2_20161219192725995_aligned.jpg,training
24,utkface/aligned_images/train/24_1_0_20170103163324584_aligned.jpg,training
27,utkface/aligned_images/train/27_1_3_20170109132133665_aligned.jpg,training
67,utkface/aligned_images/train/67_1_0_20170110143255682_aligned.jpg,training
3,utkface/aligned_images/train/3_1_3_20161219225530536_aligned.jpg,training
56,utkface/aligned_images/train/56_1_0_20170103162933143_aligned.jpg,training
85,utkface/aligned_images/train/85_1_0_20170110183801752_aligned.jpg,training
1,utkface/aligned_images/train/1_1_0_20170109190852630_aligned.jpg,training
57,utkface/aligned_images/train/57_1_0_20170108225103840_aligned.jpg,training
13,utkface/aligned_images/train/13_0_0_20170110225059227_aligned.jpg,training
22,utkface/aligned_images/train/22_1_4_20170103223649399_aligned.jpg,training
1,utkface/aligned_images/train/1_1_3_20161220220046801_aligned.jpg,training
37,utkface/aligned_images/train/37_0_3_20170104204445187_aligned.jpg,training
54,utkface/aligned_images/train/54_0_0_20170105173307381_aligned.jpg,training
3,utkface/aligned_images/train/3_0_2_20161219160753533_aligned.jpg,training
8,utkface/aligned_images/train/8_1_1_20170109203648153_aligned.jpg,training
75,utkface/aligned_images/train/75_1_0_20170109132033628_aligned.jpg,training
11,utkface/aligned_images/train/11_1_0_20170109204833458_aligned.jpg,training
15,utkface/aligned_images/train/15_1_0_20170109204354264_aligned.jpg,training
27,utkface/aligned_images/train/27_1_1_20170103182202481_aligned.jpg,training
26,utkface/aligned_images/train/26_0_4_20170108224531895_aligned.jpg,training
12,utkface/aligned_images/train/12_1_2_20170103200649030_aligned.jpg,training
25,utkface/aligned_images/train/25_1_2_20170104021958662_aligned.jpg,training
53,utkface/aligned_images/train/53_0_0_20170104212413221_aligned.jpg,training
26,utkface/aligned_images/train/26_1_0_20170104165749289_aligned.jpg,training
39,utkface/aligned_images/train/39_1_0_20170103184109643_aligned.jpg,training
56,utkface/aligned_images/train/56_1_3_20170109132927258_aligned.jpg,training
12,utkface/aligned_images/train/12_1_0_20170104005520631_aligned.jpg,training
32,utkface/aligned_images/train/32_1_0_20170105002717213_aligned.jpg,training
82,utkface/aligned_images/train/82_0_0_20170111210233971_aligned.jpg,training
8,utkface/aligned_images/train/8_1_0_20170109203303253_aligned.jpg,training
26,utkface/aligned_images/train/26_0_4_20170105163503003_aligned.jpg,training
46,utkface/aligned_images/train/46_1_1_20170111182452917_aligned.jpg,training
38,utkface/aligned_images/train/38_0_4_20170104202201977_aligned.jpg,training
59,utkface/aligned_images/train/59_0_0_20170104002111294_aligned.jpg,training
52,utkface/aligned_images/train/52_0_0_20170109004806666_aligned.jpg,training
48,utkface/aligned_images/train/48_1_0_20170109011221762_aligned.jpg,training
30,utkface/aligned_images/train/30_0_0_20170104201841050_aligned.jpg,training
76,utkface/aligned_images/train/76_1_3_20170109150736001_aligned.jpg,training
21,utkface/aligned_images/train/21_1_4_20170103233532676_aligned.jpg,training
4,utkface/aligned_images/train/4_1_2_20161219204902988_aligned.jpg,training
89,utkface/aligned_images/train/89_0_3_20170105180305886_aligned.jpg,training
4,utkface/aligned_images/train/4_1_3_20161219230310713_aligned.jpg,training
53,utkface/aligned_images/train/53_0_0_20170111171747425_aligned.jpg,training
24,utkface/aligned_images/train/24_0_3_20170104230150057_aligned.jpg,training
13,utkface/aligned_images/train/13_1_0_20170109205106776_aligned.jpg,training
29,utkface/aligned_images/train/29_1_3_20170109134027563_aligned.jpg,training
2,utkface/aligned_images/train/2_0_3_20161219224627007_aligned.jpg,training
3,utkface/aligned_images/train/3_0_1_20170110213803097_aligned.jpg,training
37,utkface/aligned_images/train/37_0_4_20170104000748917_aligned.jpg,training
16,utkface/aligned_images/train/16_0_3_20170110231223673_aligned.jpg,training
8,utkface/aligned_images/train/8_1_3_20170104222705308_aligned.jpg,training
73,utkface/aligned_images/train/73_0_0_20170105181016710_aligned.jpg,training
1,utkface/aligned_images/train/1_0_3_20161219225723376_aligned.jpg,training
69,utkface/aligned_images/train/69_1_0_20170110152927513_aligned.jpg,training
6,utkface/aligned_images/train/6_0_0_20170110213600515_aligned.jpg,training
25,utkface/aligned_images/train/25_1_2_20170104015640427_aligned.jpg,training
15,utkface/aligned_images/train/15_1_3_20170104221722328_aligned.jpg,training
68,utkface/aligned_images/train/68_1_0_20170110125344328_aligned.jpg,training
64,utkface/aligned_images/train/64_0_0_20170111200155418_aligned.jpg,training
4,utkface/aligned_images/train/4_1_2_20161219162031294_aligned.jpg,training
11,utkface/aligned_images/train/11_1_0_20170109205013531_aligned.jpg,training
52,utkface/aligned_images/train/52_0_0_20170109132901912_aligned.jpg,training
50,utkface/aligned_images/train/50_0_0_20170111171747313_aligned.jpg,training
16,utkface/aligned_images/train/16_0_0_20170110231909175_aligned.jpg,training
52,utkface/aligned_images/train/52_0_0_20170104212238236_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219151131108_aligned.jpg,training
30,utkface/aligned_images/train/30_1_0_20170104185704638_aligned.jpg,training
1,utkface/aligned_images/train/1_0_3_20161220143121101_aligned.jpg,training
5,utkface/aligned_images/train/5_1_2_20161219160439406_aligned.jpg,training
2,utkface/aligned_images/train/2_0_0_20170110211511626_aligned.jpg,training
53,utkface/aligned_images/train/53_1_1_20170110125140922_aligned.jpg,training
2,utkface/aligned_images/train/2_0_2_20161219204927996_aligned.jpg,training
56,utkface/aligned_images/train/56_0_0_20170111203052213_aligned.jpg,training
54,utkface/aligned_images/train/54_0_0_20170105164001139_aligned.jpg,training
27,utkface/aligned_images/train/27_0_4_20161219194059843_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219155926197_aligned.jpg,training
38,utkface/aligned_images/train/38_1_0_20170104183625399_aligned.jpg,training
28,utkface/aligned_images/train/28_1_3_20170104232916497_aligned.jpg,training
62,utkface/aligned_images/train/62_1_0_20170110143413907_aligned.jpg,training
5,utkface/aligned_images/train/5_1_3_20161220142912096_aligned.jpg,training
37,utkface/aligned_images/train/37_1_2_20170105164301196_aligned.jpg,training
62,utkface/aligned_images/train/62_0_0_20170111205902585_aligned.jpg,training
1,utkface/aligned_images/train/1_1_3_20161220220124722_aligned.jpg,training
27,utkface/aligned_images/train/27_1_0_20170103175534240_aligned.jpg,training
6,utkface/aligned_images/train/6_0_0_20170110224828816_aligned.jpg,training
67,utkface/aligned_images/train/67_0_0_20170104023306558_aligned.jpg,training
28,utkface/aligned_images/train/28_1_2_20170105162418251_aligned.jpg,training
36,utkface/aligned_images/train/36_0_2_20170104203108125_aligned.jpg,training
55,utkface/aligned_images/train/55_0_0_20170105001417083_aligned.jpg,training
41,utkface/aligned_images/train/41_1_3_20170104235812019_aligned.jpg,training
26,utkface/aligned_images/train/26_0_4_20170103235546910_aligned.jpg,training
2,utkface/aligned_images/train/2_1_4_20170103213232676_aligned.jpg,training
30,utkface/aligned_images/train/30_1_4_20170104171702193_aligned.jpg,training
52,utkface/aligned_images/train/52_0_0_20170103183604970_aligned.jpg,training
14,utkface/aligned_images/train/14_1_0_20170109212749213_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219155802845_aligned.jpg,training
3,utkface/aligned_images/train/3_1_3_20161220220451762_aligned.jpg,training
2,utkface/aligned_images/train/2_1_2_20161219192113948_aligned.jpg,training
9,utkface/aligned_images/train/9_0_0_20170110225030430_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219212720270_aligned.jpg,training
46,utkface/aligned_images/train/46_1_0_20170104194343303_aligned.jpg,training
8,utkface/aligned_images/train/8_1_0_20170109202720967_aligned.jpg,training
26,utkface/aligned_images/train/26_1_2_20170104021834541_aligned.jpg,training
39,utkface/aligned_images/train/39_0_2_20170104201921434_aligned.jpg,training
14,utkface/aligned_images/train/14_1_0_20170109201824270_aligned.jpg,training
14,utkface/aligned_images/train/14_0_4_20170103201105568_aligned.jpg,training
9,utkface/aligned_images/train/9_0_0_20170110223421536_aligned.jpg,training
9,utkface/aligned_images/train/9_0_0_20170110224542473_aligned.jpg,training
15,utkface/aligned_images/train/15_1_0_20170109214307598_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219213454832_aligned.jpg,training
58,utkface/aligned_images/train/58_0_0_20170111204759653_aligned.jpg,training
3,utkface/aligned_images/train/3_1_0_20170110213238474_aligned.jpg,training
28,utkface/aligned_images/train/28_1_2_20170104020754708_aligned.jpg,training
37,utkface/aligned_images/train/37_0_0_20170105172903283_aligned.jpg,training
25,utkface/aligned_images/train/25_1_0_20170103175643807_aligned.jpg,training
45,utkface/aligned_images/train/45_0_4_20170104184343710_aligned.jpg,training
2,utkface/aligned_images/train/2_0_4_20161221192934773_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219202852780_aligned.jpg,training
15,utkface/aligned_images/train/15_0_0_20170105183251055_aligned.jpg,training
15,utkface/aligned_images/train/15_1_0_20170103200925950_aligned.jpg,training
59,utkface/aligned_images/train/59_0_0_20170104213214717_aligned.jpg,training
1,utkface/aligned_images/train/1_1_0_20161219161022878_aligned.jpg,training
16,utkface/aligned_images/train/16_1_0_20170109213044006_aligned.jpg,training
14,utkface/aligned_images/train/14_1_2_20170102234329485_aligned.jpg,training
45,utkface/aligned_images/train/45_0_4_20170104200726522_aligned.jpg,training
1,utkface/aligned_images/train/1_1_0_20170109194219940_aligned.jpg,training
14,utkface/aligned_images/train/14_1_0_20170109203625481_aligned.jpg,training
31,utkface/aligned_images/train/31_1_0_20170104181343268_aligned.jpg,training
80,utkface/aligned_images/train/80_1_0_20170111210442298_aligned.jpg,training
32,utkface/aligned_images/train/32_1_0_20170104165148201_aligned.jpg,training
1,utkface/aligned_images/train/1_0_0_20170110212552670_aligned.jpg,training
46,utkface/aligned_images/train/46_0_0_20170104200811706_aligned.jpg,training
37,utkface/aligned_images/train/37_0_0_20170104185229157_aligned.jpg,training
53,utkface/aligned_images/train/53_1_0_20170110141616567_aligned.jpg,training
3,utkface/aligned_images/train/3_0_2_20161219153035532_aligned.jpg,training
10,utkface/aligned_images/train/10_1_0_20170109203759972_aligned.jpg,training
1,utkface/aligned_images/train/1_1_0_20161219205022813_aligned.jpg,training
13,utkface/aligned_images/train/13_1_0_20170109203635557_aligned.jpg,training
7,utkface/aligned_images/train/7_0_0_20170110215620675_aligned.jpg,training
53,utkface/aligned_images/train/53_1_3_20170104234732082_aligned.jpg,training
54,utkface/aligned_images/train/54_1_3_20170109131821873_aligned.jpg,training
13,utkface/aligned_images/train/13_0_0_20170104012320089_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219210327381_aligned.jpg,training
3,utkface/aligned_images/train/3_1_4_20170103212708915_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219204848341_aligned.jpg,training
19,utkface/aligned_images/train/19_1_0_20170103175624137_aligned.jpg,training
3,utkface/aligned_images/train/3_0_2_20161219141423672_aligned.jpg,training
10,utkface/aligned_images/train/10_1_0_20170109204148144_aligned.jpg,training
4,utkface/aligned_images/train/4_1_2_20161219141829689_aligned.jpg,training
8,utkface/aligned_images/train/8_1_0_20170109204817102_aligned.jpg,training
1,utkface/aligned_images/train/1_0_3_20161219225811120_aligned.jpg,training
16,utkface/aligned_images/train/16_0_0_20170110232108336_aligned.jpg,training
65,utkface/aligned_images/train/65_1_0_20170110122721426_aligned.jpg,training
55,utkface/aligned_images/train/55_0_3_20170104205819579_aligned.jpg,training
39,utkface/aligned_images/train/39_0_4_20170104205601141_aligned.jpg,training
18,utkface/aligned_images/train/18_1_0_20170109214106546_aligned.jpg,training
2,utkface/aligned_images/train/2_1_2_20161219195008500_aligned.jpg,training
26,utkface/aligned_images/train/26_0_0_20170108235818665_aligned.jpg,training
57,utkface/aligned_images/train/57_1_0_20170104201429289_aligned.jpg,training
79,utkface/aligned_images/train/79_0_0_20170111222200062_aligned.jpg,training
1,utkface/aligned_images/train/1_0_3_20161219225635520_aligned.jpg,training
61,utkface/aligned_images/train/61_0_0_20170111203523343_aligned.jpg,training
53,utkface/aligned_images/train/53_1_0_20170109220746274_aligned.jpg,training
8,utkface/aligned_images/train/8_0_1_20170110215727788_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219140811232_aligned.jpg,training
3,utkface/aligned_images/train/3_1_1_20170109194527475_aligned.jpg,training
75,utkface/aligned_images/train/75_1_0_20170110181743217_aligned.jpg,training
39,utkface/aligned_images/train/39_1_0_20170103181831665_aligned.jpg,training
12,utkface/aligned_images/train/12_1_0_20170109201611941_aligned.jpg,training
15,utkface/aligned_images/train/15_0_0_20170110232338801_aligned.jpg,training
49,utkface/aligned_images/train/49_0_0_20170104184239893_aligned.jpg,training
8,utkface/aligned_images/train/8_0_0_20170110220121162_aligned.jpg,training
19,utkface/aligned_images/train/19_1_0_20170103201812887_aligned.jpg,training
20,utkface/aligned_images/train/20_0_0_20170104230025073_aligned.jpg,training
53,utkface/aligned_images/train/53_0_0_20170104213317911_aligned.jpg,training
56,utkface/aligned_images/train/56_1_2_20170107213838566_aligned.jpg,training
7,utkface/aligned_images/train/7_1_4_20161221193047189_aligned.jpg,training
1,utkface/aligned_images/train/1_1_3_20161220145314207_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219161831390_aligned.jpg,training
56,utkface/aligned_images/train/56_1_2_20170109010140329_aligned.jpg,training
80,utkface/aligned_images/train/80_0_0_20170111224036667_aligned.jpg,training
31,utkface/aligned_images/train/31_0_3_20170104232355440_aligned.jpg,training
2,utkface/aligned_images/train/2_0_2_20161219190253835_aligned.jpg,training
7,utkface/aligned_images/train/7_0_0_20170110215944035_aligned.jpg,training
72,utkface/aligned_images/train/72_1_0_20170110140438240_aligned.jpg,training
29,utkface/aligned_images/train/29_0_0_20170104192604087_aligned.jpg,training
16,utkface/aligned_images/train/16_1_3_20170104222158160_aligned.jpg,training
1,utkface/aligned_images/train/1_1_4_20161221201852145_aligned.jpg,training
65,utkface/aligned_images/train/65_1_0_20170110141348912_aligned.jpg,training
34,utkface/aligned_images/train/34_0_0_20170109013537513_aligned.jpg,training
68,utkface/aligned_images/train/68_0_0_20170104213632941_aligned.jpg,training
8,utkface/aligned_images/train/8_1_0_20170109205351904_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219161618142_aligned.jpg,training
2,utkface/aligned_images/train/2_1_1_20161219155833405_aligned.jpg,training
53,utkface/aligned_images/train/53_0_0_20170109012810348_aligned.jpg,training
2,utkface/aligned_images/train/2_1_2_20161219212252310_aligned.jpg,training
75,utkface/aligned_images/train/75_1_0_20170110181054680_aligned.jpg,training
13,utkface/aligned_images/train/13_1_0_20170109205119953_aligned.jpg,training
18,utkface/aligned_images/train/18_0_0_20170110232106743_aligned.jpg,training
8,utkface/aligned_images/train/8_0_0_20170110225017437_aligned.jpg,training
65,utkface/aligned_images/train/65_1_0_20170110151430189_aligned.jpg,training
1,utkface/aligned_images/train/1_0_0_20161219205141196_aligned.jpg,training
36,utkface/aligned_images/train/36_1_3_20170109141235854_aligned.jpg,training
53,utkface/aligned_images/train/53_1_0_20170109012818178_aligned.jpg,training
37,utkface/aligned_images/train/37_0_0_20170104183200979_aligned.jpg,training
24,utkface/aligned_images/train/24_1_2_20170104021837189_aligned.jpg,training
18,utkface/aligned_images/train/18_1_2_20170104020428878_aligned.jpg,training
30,utkface/aligned_images/train/30_0_0_20170104000150443_aligned.jpg,training
38,utkface/aligned_images/train/38_1_0_20170109003456560_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219205117501_aligned.jpg,training
56,utkface/aligned_images/train/56_0_0_20170111171747459_aligned.jpg,training
85,utkface/aligned_images/train/85_0_0_20170111210017033_aligned.jpg,training
4,utkface/aligned_images/train/4_1_2_20161219163346526_aligned.jpg,training
22,utkface/aligned_images/train/22_1_3_20170104223821199_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219221229279_aligned.jpg,training
27,utkface/aligned_images/train/27_1_3_20170104231417083_aligned.jpg,training
33,utkface/aligned_images/train/33_0_0_20170104192751495_aligned.jpg,training
4,utkface/aligned_images/train/4_1_0_20170109193342601_aligned.jpg,training
52,utkface/aligned_images/train/52_0_0_20170104165813945_aligned.jpg,training
1,utkface/aligned_images/train/1_0_3_20161219224709226_aligned.jpg,training
34,utkface/aligned_images/train/34_1_0_20170111182452832_aligned.jpg,training
50,utkface/aligned_images/train/50_0_0_20170109012046787_aligned.jpg,training
1,utkface/aligned_images/train/1_1_3_20161219224822176_aligned.jpg,training
53,utkface/aligned_images/train/53_1_0_20170109220402884_aligned.jpg,training
28,utkface/aligned_images/train/28_0_0_20170104202019890_aligned.jpg,training
60,utkface/aligned_images/train/60_1_0_20170110140707890_aligned.jpg,training
11,utkface/aligned_images/train/11_1_0_20170109204927071_aligned.jpg,training
1,utkface/aligned_images/train/1_0_2_20161219161941534_aligned.jpg,training
31,utkface/aligned_images/train/31_1_3_20170104223106921_aligned.jpg,training
1,utkface/aligned_images/train/1_1_2_20161219154712061_aligned.jpg,training
89,utkface/aligned_images/train/89_1_0_20170110182442099_aligned.jpg,training
35,utkface/aligned_images/train/35_1_0_20170105172544509_aligned.jpg,training
4,utkface/aligned_images/train/4_1_3_20161220223310227_aligned.jpg,training
75,utkface/aligned_images/train/75_0_0_20170111210835093_aligned.jpg,training
73,utkface/aligned_images/train/73_0_3_20170105180955031_aligned.jpg,training
26,utkface/aligned_images/train/26_0_3_20170104230400274_aligned.jpg,training
69,utkface/aligned_images/train/69_1_0_20170110141304032_aligned.jpg,training
22,utkface/aligned_images/train/22_0_0_20170104214301269_aligned.jpg,training
